date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:32:12	119513/119513	---MCZ	200	added ('OK')	application/javascript	etag:%221d2d9-GfzwmKFRyI8c779QM/TeRXFTXj0%22	https://unpkg.com/ionicons@5.5.2/dist/ionicons/ionicons.js	C:/My%20Web%20Sites/finapp/unpkg.com/ionicons@5.5.2/dist/ionicons/ionicons.js	(from https://finapp.bragherstudio.com/view22/)
14:32:12	29040/29040	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2020%20Jan%202022%2011:13:33%20GMT	https://finapp.bragherstudio.com/view22/assets/js/plugins/splide/splide.min.js	C:/My%20Web%20Sites/finapp/finapp.bragherstudio.com/view22/assets/js/plugins/splide/splide.min.js	(from https://finapp.bragherstudio.com/view22/)
14:32:12	108242/108242	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2031%20Jan%202022%2014:09:23%20GMT	https://finapp.bragherstudio.com/view22/assets/js/base.js	C:/My%20Web%20Sites/finapp/finapp.bragherstudio.com/view22/assets/js/base.js	(from https://finapp.bragherstudio.com/view22/)
14:32:13	163827/163827	---M-Z	200	added ('OK')	text/css	date:Thu,%2020%20Jan%202022%2011:13:32%20GMT	https://finapp.bragherstudio.com/view22/assets/css/src/bootstrap/bootstrap.min.css	C:/My%20Web%20Sites/finapp/finapp.bragherstudio.com/view22/assets/css/src/bootstrap/bootstrap.min.css	(from https://finapp.bragherstudio.com/view22/assets/css/style.css)
14:32:13	4140/4140	---M-Z	200	added ('OK')	text/css	date:Thu,%2020%20Jan%202022%2011:13:32%20GMT	https://finapp.bragherstudio.com/view22/assets/css/src/splide/splide.min.css	C:/My%20Web%20Sites/finapp/finapp.bragherstudio.com/view22/assets/css/src/splide/splide.min.css	(from https://finapp.bragherstudio.com/view22/assets/css/style.css)
14:32:13	45212/45212	---MCZ	200	added ('OK')	text/css	etag:%22b09c-0qR+qwWhl5h3I61TCWRhFVmJ40Y%22	https://unpkg.com/ionicons@4.5.10-0/dist/css/ionicons.min.css	C:/My%20Web%20Sites/finapp/unpkg.com/ionicons@4.5.10-0/dist/css/ionicons.min.css	(from https://finapp.bragherstudio.com/view22/assets/css/style.css)
14:32:14	5290/5290	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Jan%202022%2011:13:15%20GMT	https://finapp.bragherstudio.com/view22/app-notification-detail.html	C:/My%20Web%20Sites/finapp/finapp.bragherstudio.com/view22/app-notification-detail.html	(from https://finapp.bragherstudio.com/view22/app-notifications.html)
14:32:14	5165/5165	---M--	200	added ('OK')	image/jpeg	date:Thu,%2020%20Jan%202022%2011:13:34%20GMT	https://finapp.bragherstudio.com/view22/assets/img/sample/brand/3.jpg	C:/My%20Web%20Sites/finapp/finapp.bragherstudio.com/view22/assets/img/sample/brand/3.jpg	(from https://finapp.bragherstudio.com/view22/app-transactions.html)
14:32:14	8045/8045	---M--	200	added ('OK')	image/jpeg	date:Thu,%2020%20Jan%202022%2011:13:33%20GMT	https://finapp.bragherstudio.com/view22/assets/img/sample/brand/4.jpg	C:/My%20Web%20Sites/finapp/finapp.bragherstudio.com/view22/assets/img/sample/brand/4.jpg	(from https://finapp.bragherstudio.com/view22/app-bills.html)
14:32:14	10580/10580	---M--	200	added ('OK')	image/jpeg	date:Thu,%2020%20Jan%202022%2011:13:33%20GMT	https://finapp.bragherstudio.com/view22/assets/img/sample/brand/5.jpg	C:/My%20Web%20Sites/finapp/finapp.bragherstudio.com/view22/assets/img/sample/brand/5.jpg	(from https://finapp.bragherstudio.com/view22/app-bills.html)
14:32:15	40631/40631	---M--	200	added ('OK')	image/jpeg	date:Thu,%2020%20Jan%202022%2011:13:37%20GMT	https://finapp.bragherstudio.com/view22/assets/img/sample/photo/5.jpg	C:/My%20Web%20Sites/finapp/finapp.bragherstudio.com/view22/assets/img/sample/photo/5.jpg	(from https://finapp.bragherstudio.com/view22/app-blog.html)
14:32:15	10345/10345	---M--	200	added ('OK')	image/jpeg	date:Thu,%2020%20Jan%202022%2011:13:37%20GMT	https://finapp.bragherstudio.com/view22/assets/img/sample/photo/6.jpg	C:/My%20Web%20Sites/finapp/finapp.bragherstudio.com/view22/assets/img/sample/photo/6.jpg	(from https://finapp.bragherstudio.com/view22/app-blog.html)
14:32:15	3688/3688	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Jan%202022%2011:13:16%20GMT	https://finapp.bragherstudio.com/view22/app-transaction-verification.html	C:/My%20Web%20Sites/finapp/finapp.bragherstudio.com/view22/app-transaction-verification.html	(from https://finapp.bragherstudio.com/view22/app-pages.html)
14:32:16	52675/52675	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Jan%202022%2011:13:20%20GMT	https://finapp.bragherstudio.com/view22/crypto-index.html	C:/My%20Web%20Sites/finapp/finapp.bragherstudio.com/view22/crypto-index.html	(from https://finapp.bragherstudio.com/view22/app-pages.html)
14:32:16	27084/27084	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Jan%202022%2011:13:20%20GMT	https://finapp.bragherstudio.com/view22/crypto-coin-detail.html	C:/My%20Web%20Sites/finapp/finapp.bragherstudio.com/view22/crypto-coin-detail.html	(from https://finapp.bragherstudio.com/view22/app-pages.html)
14:32:16	6610/6610	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Jan%202022%2011:13:20%20GMT	https://finapp.bragherstudio.com/view22/crypto-exchange.html	C:/My%20Web%20Sites/finapp/finapp.bragherstudio.com/view22/crypto-exchange.html	(from https://finapp.bragherstudio.com/view22/app-pages.html)
14:32:16	21386/21386	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Jan%202022%2011:13:20%20GMT	https://finapp.bragherstudio.com/view22/crypto-portfolio.html	C:/My%20Web%20Sites/finapp/finapp.bragherstudio.com/view22/crypto-portfolio.html	(from https://finapp.bragherstudio.com/view22/app-pages.html)
14:32:17	13647/13647	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Jan%202022%2011:13:20%20GMT	https://finapp.bragherstudio.com/view22/crypto-transactions.html	C:/My%20Web%20Sites/finapp/finapp.bragherstudio.com/view22/crypto-transactions.html	(from https://finapp.bragherstudio.com/view22/app-pages.html)
14:32:17	7484/7484	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Jan%202022%2011:13:15%20GMT	https://finapp.bragherstudio.com/view22/app-register.html	C:/My%20Web%20Sites/finapp/finapp.bragherstudio.com/view22/app-register.html	(from https://finapp.bragherstudio.com/view22/app-pages.html)
14:32:17	3178/3178	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Jan%202022%2011:13:15%20GMT	https://finapp.bragherstudio.com/view22/app-forgot-password.html	C:/My%20Web%20Sites/finapp/finapp.bragherstudio.com/view22/app-forgot-password.html	(from https://finapp.bragherstudio.com/view22/app-pages.html)
14:32:17	2717/2717	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Jan%202022%2011:13:16%20GMT	https://finapp.bragherstudio.com/view22/app-sms-verification.html	C:/My%20Web%20Sites/finapp/finapp.bragherstudio.com/view22/app-sms-verification.html	(from https://finapp.bragherstudio.com/view22/app-pages.html)
14:32:18	3732/3732	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Jan%202022%2011:13:15%20GMT	https://finapp.bragherstudio.com/view22/app-qr-code.html	C:/My%20Web%20Sites/finapp/finapp.bragherstudio.com/view22/app-qr-code.html	(from https://finapp.bragherstudio.com/view22/app-pages.html)
14:32:18	5936/5936	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Jan%202022%2011:13:14%20GMT	https://finapp.bragherstudio.com/view22/app-about.html	C:/My%20Web%20Sites/finapp/finapp.bragherstudio.com/view22/app-about.html	(from https://finapp.bragherstudio.com/view22/app-pages.html)
14:32:18	7943/7943	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Jan%202022%2011:13:15%20GMT	https://finapp.bragherstudio.com/view22/app-contact.html	C:/My%20Web%20Sites/finapp/finapp.bragherstudio.com/view22/app-contact.html	(from https://finapp.bragherstudio.com/view22/app-pages.html)
14:32:19	9322/9322	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Jan%202022%2011:13:15%20GMT	https://finapp.bragherstudio.com/view22/app-faq.html	C:/My%20Web%20Sites/finapp/finapp.bragherstudio.com/view22/app-faq.html	(from https://finapp.bragherstudio.com/view22/app-pages.html)
14:32:19	2799/2799	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Jan%202022%2011:13:14%20GMT	https://finapp.bragherstudio.com/view22/app-404.html	C:/My%20Web%20Sites/finapp/finapp.bragherstudio.com/view22/app-404.html	(from https://finapp.bragherstudio.com/view22/app-pages.html)
14:32:19	2919/2919	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Jan%202022%2011:13:16%20GMT	https://finapp.bragherstudio.com/view22/app-splash.html	C:/My%20Web%20Sites/finapp/finapp.bragherstudio.com/view22/app-splash.html	(from https://finapp.bragherstudio.com/view22/app-pages.html)
14:32:19	2930/2930	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Jan%202022%2011:13:16%20GMT	https://finapp.bragherstudio.com/view22/app-splash-image.html	C:/My%20Web%20Sites/finapp/finapp.bragherstudio.com/view22/app-splash-image.html	(from https://finapp.bragherstudio.com/view22/app-pages.html)
14:32:20	19919/19919	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Jan%202022%2011:13:16%20GMT	https://finapp.bragherstudio.com/view22/component-accordion.html	C:/My%20Web%20Sites/finapp/finapp.bragherstudio.com/view22/component-accordion.html	(from https://finapp.bragherstudio.com/view22/app-components.html)
14:32:20	21269/21269	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Jan%202022%2011:13:16%20GMT	https://finapp.bragherstudio.com/view22/component-action-sheet.html	C:/My%20Web%20Sites/finapp/finapp.bragherstudio.com/view22/component-action-sheet.html	(from https://finapp.bragherstudio.com/view22/app-components.html)
14:32:21	8953/8953	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Jan%202022%2011:13:16%20GMT	https://finapp.bragherstudio.com/view22/component-add-to-home.html	C:/My%20Web%20Sites/finapp/finapp.bragherstudio.com/view22/component-add-to-home.html	(from https://finapp.bragherstudio.com/view22/app-components.html)
14:32:21	10060/10060	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Jan%202022%2011:13:17%20GMT	https://finapp.bragherstudio.com/view22/component-alert.html	C:/My%20Web%20Sites/finapp/finapp.bragherstudio.com/view22/component-alert.html	(from https://finapp.bragherstudio.com/view22/app-components.html)
14:32:22	23113/23113	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Jan%202022%2011:13:17%20GMT	https://finapp.bragherstudio.com/view22/component-appbottommenu.html	C:/My%20Web%20Sites/finapp/finapp.bragherstudio.com/view22/component-appbottommenu.html	(from https://finapp.bragherstudio.com/view22/app-components.html)
14:32:23	13519/13519	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Jan%202022%2011:13:17%20GMT	https://finapp.bragherstudio.com/view22/component-appheader.html	C:/My%20Web%20Sites/finapp/finapp.bragherstudio.com/view22/component-appheader.html	(from https://finapp.bragherstudio.com/view22/app-components.html)
14:32:24	6804/6804	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Jan%202022%2011:13:17%20GMT	https://finapp.bragherstudio.com/view22/component-badge.html	C:/My%20Web%20Sites/finapp/finapp.bragherstudio.com/view22/component-badge.html	(from https://finapp.bragherstudio.com/view22/app-components.html)
14:32:24	13867/13867	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Jan%202022%2011:13:17%20GMT	https://finapp.bragherstudio.com/view22/component-button.html	C:/My%20Web%20Sites/finapp/finapp.bragherstudio.com/view22/component-button.html	(from https://finapp.bragherstudio.com/view22/app-components.html)
14:32:24	13744/13744	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Jan%202022%2011:13:17%20GMT	https://finapp.bragherstudio.com/view22/component-card.html	C:/My%20Web%20Sites/finapp/finapp.bragherstudio.com/view22/component-card.html	(from https://finapp.bragherstudio.com/view22/app-components.html)
14:32:25	11817/11817	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Jan%202022%2011:13:17%20GMT	https://finapp.bragherstudio.com/view22/component-carousel.html	C:/My%20Web%20Sites/finapp/finapp.bragherstudio.com/view22/component-carousel.html	(from https://finapp.bragherstudio.com/view22/app-components.html)
14:32:25	13632/13632	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Jan%202022%2011:13:17%20GMT	https://finapp.bragherstudio.com/view22/component-charts.html	C:/My%20Web%20Sites/finapp/finapp.bragherstudio.com/view22/component-charts.html	(from https://finapp.bragherstudio.com/view22/app-components.html)
14:32:25	7024/7024	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Jan%202022%2011:13:17%20GMT	https://finapp.bragherstudio.com/view22/component-checkbox.html	C:/My%20Web%20Sites/finapp/finapp.bragherstudio.com/view22/component-checkbox.html	(from https://finapp.bragherstudio.com/view22/app-components.html)
14:32:25	8737/8737	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Jan%202022%2011:13:17%20GMT	https://finapp.bragherstudio.com/view22/component-chips.html	C:/My%20Web%20Sites/finapp/finapp.bragherstudio.com/view22/component-chips.html	(from https://finapp.bragherstudio.com/view22/app-components.html)
14:32:26	6038/6038	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Jan%202022%2011:13:18%20GMT	https://finapp.bragherstudio.com/view22/component-contentbox.html	C:/My%20Web%20Sites/finapp/finapp.bragherstudio.com/view22/component-contentbox.html	(from https://finapp.bragherstudio.com/view22/app-components.html)
14:32:26	5484/5484	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Jan%202022%2011:13:18%20GMT	https://finapp.bragherstudio.com/view22/component-cookies-box.html	C:/My%20Web%20Sites/finapp/finapp.bragherstudio.com/view22/component-cookies-box.html	(from https://finapp.bragherstudio.com/view22/app-components.html)
14:32:26	19337/19337	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Jan%202022%2011:13:18%20GMT	https://finapp.bragherstudio.com/view22/component-dialog.html	C:/My%20Web%20Sites/finapp/finapp.bragherstudio.com/view22/component-dialog.html	(from https://finapp.bragherstudio.com/view22/app-components.html)
14:32:26	8671/8671	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Jan%202022%2011:13:18%20GMT	https://finapp.bragherstudio.com/view22/component-dropdown.html	C:/My%20Web%20Sites/finapp/finapp.bragherstudio.com/view22/component-dropdown.html	(from https://finapp.bragherstudio.com/view22/app-components.html)
14:32:27	3737/3737	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Jan%202022%2011:13:18%20GMT	https://finapp.bragherstudio.com/view22/component-fullpage-slider.html	C:/My%20Web%20Sites/finapp/finapp.bragherstudio.com/view22/component-fullpage-slider.html	(from https://finapp.bragherstudio.com/view22/app-components.html)
14:32:27	7148/7148	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Jan%202022%2011:13:18%20GMT	https://finapp.bragherstudio.com/view22/component-grid.html	C:/My%20Web%20Sites/finapp/finapp.bragherstudio.com/view22/component-grid.html	(from https://finapp.bragherstudio.com/view22/app-components.html)
